borough,STOPCODE,alpha
Barking and Dagenham,1830,0.53763634
Barking and Dagenham,18301,0.47071648
Barking and Dagenham,18304,0.42706516
Barking and Dagenham,18305,0.42807347
Barking and Dagenham,18306,0.40746155
Barking and Dagenham,18307,0.4083594
Barking and Dagenham,18308,0.4463942
Barking and Dagenham,18309,0.45530224
Barking and Dagenham,1831,0.515792
Barking and Dagenham,18310,0.44202906
Barking and Dagenham,18311,0.44488975
Barking and Dagenham,18312,0.48059264
Barking and Dagenham,18313,0.44433063
Barking and Dagenham,18314,0.54039997
Barking and Dagenham,18340,0.5573386
Barking and Dagenham,18341,0.53670186
Barking and Dagenham,18342,0.55737925
Barking and Dagenham,18343,0.59070975
Barking and Dagenham,18344,0.5812011
Barking and Dagenham,18345,0.55229133
Barking and Dagenham,18346,0.54130256
Barking and Dagenham,18391,0.55890816
Barking and Dagenham,18392,0.5267965
Barking and Dagenham,18393,0.47520006
Barking and Dagenham,18394,0.48346204
Barking and Dagenham,18800,0.4587178
Barking and Dagenham,1904,0.4657385
Barking and Dagenham,19041,0.580284
Barking and Dagenham,19042,0.5763608
Barking and Dagenham,19296,0.48416746
Barking and Dagenham,19297,0.5136032
Barking and Dagenham,19298,0.5136498
Barking and Dagenham,19299,0.46198717
Barking and Dagenham,19300,0.52082705
Barking and Dagenham,19301,0.5215048
Barking and Dagenham,19302,0.5267139
Barking and Dagenham,19303,0.56898755
Barking and Dagenham,19304,0.5699282
Barking and Dagenham,19305,0.51165044
Barking and Dagenham,19306,0.51390505
Barking and Dagenham,19307,0.51250106
Barking and Dagenham,19308,0.5060753
Barking and Dagenham,19309,0.5232509
Barking and Dagenham,19310,0.55719435
Barking and Dagenham,19311,0.54890573
Barking and Dagenham,19312,0.5489625
Barking and Dagenham,19313,0.3871247
Barking and Dagenham,19315,0.44887546
Barking and Dagenham,19316,0.43684137
Barking and Dagenham,20339,0.6089222
Barking and Dagenham,20392,0.54148525
Barking and Dagenham,20499,0.50993246
Barking and Dagenham,20500,0.47613546
Barking and Dagenham,20521,0.46210995
Barking and Dagenham,20540,0.4655152
Barking and Dagenham,20541,0.45871297
Barking and Dagenham,20693,0.4587277
Barking and Dagenham,20694,0.48328167
Barking and Dagenham,20697,0.512616
Barking and Dagenham,20811,0.6294623
Barking and Dagenham,20822,0.45474675
Barking and Dagenham,20880,0.56181896
Barking and Dagenham,20881,0.53151566
Barking and Dagenham,20971,0.6104882
Barking and Dagenham,20988,0.58899
Barking and Dagenham,2288,0.4097367
Barking and Dagenham,2290,0.4377985
Barking and Dagenham,23397,0.5518761
Barking and Dagenham,25125,0.43902275
Barking and Dagenham,25377,0.5598778
Barking and Dagenham,25378,0.55910873
Barking and Dagenham,25379,0.56619
Barking and Dagenham,25380,0.565069
Barking and Dagenham,25381,0.5985291
Barking and Dagenham,25382,0.6531649
Barking and Dagenham,25383,0.593749
Barking and Dagenham,25384,0.56723094
Barking and Dagenham,25385,0.5637658
Barking and Dagenham,25386,0.5370263
Barking and Dagenham,25387,0.5213985
Barking and Dagenham,25388,0.4942601
Barking and Dagenham,25389,0.58130175
Barking and Dagenham,25390,0.5389104
Barking and Dagenham,25391,0.4827499
Barking and Dagenham,25392,0.4912406
Barking and Dagenham,25393,0.46322295
Barking and Dagenham,25394,0.46982402
Barking and Dagenham,25395,0.4885864
Barking and Dagenham,25396,0.50627977
Barking and Dagenham,25399,0.5865221
Barking and Dagenham,26367,0.54623514
Barking and Dagenham,26887,0.5040182
Barking and Dagenham,26888,0.500499
Barking and Dagenham,27451,0.40330094
Barking and Dagenham,27870,0.51287585
Barking and Dagenham,27950,0.44657543
Barking and Dagenham,2838,0.44568053
Barking and Dagenham,29141,0.47613624
Barking and Dagenham,29142,0.44389886
Barking and Dagenham,29143,0.5192877
Barking and Dagenham,29144,0.5033397
Barking and Dagenham,29234,0.47520578
Barking and Dagenham,29235,0.48293957
Barking and Dagenham,29236,0.46690813
Barking and Dagenham,29237,0.5970771
Barking and Dagenham,29238,0.60169905
Barking and Dagenham,29239,0.4447886
Barking and Dagenham,29240,0.44022864
Barking and Dagenham,29241,0.4334177
Barking and Dagenham,29256,0.5359992
Barking and Dagenham,29257,0.5416809
Barking and Dagenham,29258,0.5409799
Barking and Dagenham,29259,0.49987873
Barking and Dagenham,29260,0.49519965
Barking and Dagenham,29261,0.48170575
Barking and Dagenham,29262,0.4787417
Barking and Dagenham,29413,0.61665756
Barking and Dagenham,29414,0.6120316
Barking and Dagenham,29415,0.64242196
Barking and Dagenham,29416,0.6410118
Barking and Dagenham,29417,0.5686431
Barking and Dagenham,29418,0.5680622
Barking and Dagenham,29419,0.6256311
Barking and Dagenham,29420,0.61465997
Barking and Dagenham,29422,0.5622558
Barking and Dagenham,29423,0.57729214
Barking and Dagenham,29424,0.5554081
Barking and Dagenham,29425,0.55060714
Barking and Dagenham,29510,0.56993663
Barking and Dagenham,29511,0.5468876
Barking and Dagenham,29512,0.55074036
Barking and Dagenham,29513,0.5674258
Barking and Dagenham,29514,0.5951974
Barking and Dagenham,29516,0.53226656
Barking and Dagenham,29517,0.5095829
Barking and Dagenham,29518,0.515853
Barking and Dagenham,29542,0.53689635
Barking and Dagenham,29747,0.47098944
Barking and Dagenham,29749,0.48644868
Barking and Dagenham,29750,0.48610732
Barking and Dagenham,29751,0.6005104
Barking and Dagenham,29752,0.5966232
Barking and Dagenham,29754,0.542452
Barking and Dagenham,29776,0.35951692
Barking and Dagenham,29836,0.47074342
Barking and Dagenham,29973,0.5331855
Barking and Dagenham,3319,0.4532381
Barking and Dagenham,3320,0.45336574
Barking and Dagenham,3321,0.49015737
Barking and Dagenham,3322,0.48493895
Barking and Dagenham,33514,0.40554687
Barking and Dagenham,33515,0.3930866
Barking and Dagenham,33722,0.58966154
Barking and Dagenham,33954,0.40293583
Barking and Dagenham,33956,0.43616694
Barking and Dagenham,34726,0.5329625
Barking and Dagenham,34865,0.59658825
Barking and Dagenham,34866,0.58919805
Barking and Dagenham,34884,0.4787135
Barking and Dagenham,34996,0.56743866
Barking and Dagenham,34998,0.55369043
Barking and Dagenham,36559,0.5505652
Barking and Dagenham,36651,0.53765637
Barking and Dagenham,37184,0.36872134
Barking and Dagenham,37185,0.43563375
Barking and Dagenham,37186,0.45168898
Barking and Dagenham,37187,0.46759918
Barking and Dagenham,37188,0.387741
Barking and Dagenham,37189,0.43080667
Barking and Dagenham,37196,0.41134733
Barking and Dagenham,3816,0.5675583
Barking and Dagenham,4282,0.577596
Barking and Dagenham,4283,0.5696879
Barking and Dagenham,4284,0.5091734
Barking and Dagenham,4285,0.5125017
Barking and Dagenham,4294,0.58437943
Barking and Dagenham,4295,0.5802554
Barking and Dagenham,4296,0.5040453
Barking and Dagenham,4298,0.38743454
Barking and Dagenham,4303,0.46971542
Barking and Dagenham,587,0.45639622
Barking and Dagenham,9544,0.36770335
Barking and Dagenham,9548,0.39281785
Barking and Dagenham,9645,0.37939066
Barking and Dagenham,9646,0.41840535
Barking and Dagenham,9820,0.57914215
Barking and Dagenham,9821,0.61050844
Barking and Dagenham,9822,0.6793198
Barking and Dagenham,9823,0.6737035
Barking and Dagenham,BP071,0.5436669
Barking and Dagenham,BP096,0.35883525
Barking and Dagenham,BP1105,0.49630004
Barking and Dagenham,BP1296,0.5162597
Barking and Dagenham,BP133,0.48617887
Barking and Dagenham,BP147,0.57985026
Barking and Dagenham,BP155,0.57843614
Barking and Dagenham,BP164,0.5445682
Barking and Dagenham,BP1750,0.42180386
Barking and Dagenham,BP181,0.57206845
Barking and Dagenham,BP1920,0.5597786
Barking and Dagenham,BP1991,0.49798352
Barking and Dagenham,BP2154,0.40843597
Barking and Dagenham,BP2155,0.3741828
Barking and Dagenham,BP222,0.5360151
Barking and Dagenham,BP227,0.55524987
Barking and Dagenham,BP230,0.4959769
Barking and Dagenham,BP2661,0.46202734
Barking and Dagenham,BP270,0.45365435
Barking and Dagenham,BP2818,0.45388278
Barking and Dagenham,BP3038,0.4548583
Barking and Dagenham,BP3039,0.46590975
Barking and Dagenham,BP3042,0.48077586
Barking and Dagenham,BP3472,0.49055976
Barking and Dagenham,BP4055,0.40302932
Barking and Dagenham,BP4056,0.45386454
Barking and Dagenham,BP433,0.40830347
Barking and Dagenham,BP4381,0.4797261
Barking and Dagenham,BP4382,0.48647824
Barking and Dagenham,BP4426,0.438266
Barking and Dagenham,BP4431,0.47435266
Barking and Dagenham,BP4609,0.50381494
Barking and Dagenham,BP5390,0.43535784
Barking and Dagenham,BP5397,0.50865847
Barking and Dagenham,BP5398,0.5051962
Barking and Dagenham,BP5400,0.5517945
Barking and Dagenham,BP5410,0.50993025
Barking and Dagenham,BP5411,0.51278013
Barking and Dagenham,BP5414,0.5188295
Barking and Dagenham,BP5415,0.49355403
Barking and Dagenham,BP5434,0.4826612
Barking and Dagenham,BP5546,0.53880644
Barking and Dagenham,BP5652,0.5390757
Barking and Dagenham,BP5653,0.53915054
Barking and Dagenham,BP5755,0.33249363
Barking and Dagenham,BP5799,0.5442397
Barking and Dagenham,BP6069,0.37366942
Barking and Dagenham,BP6070,0.43075967
Barking and Dagenham,BP6071,0.47579643
Barking and Dagenham,BP6072,0.51247936
Barking and Dagenham,BP6138,0.5545688
Barking and Dagenham,BP6283,0.51745903
Barking and Dagenham,BP6284,0.51095194
Barking and Dagenham,BP6285,0.5193957
Barking and Dagenham,HC220,0.41771987
Barking and Dagenham,HC221,0.44280222
Barking and Dagenham,HC222,0.40757826
Barking and Dagenham,HC223,0.42588335
Barking and Dagenham,HC224,0.40251726
Barking and Dagenham,HC225,0.41677144
Barking and Dagenham,HC294,0.5859935
Barking and Dagenham,HC295,0.54206824
Barking and Dagenham,HC296,0.56929576
Barking and Dagenham,LE134,0.45405245
Barking and Dagenham,LE171,0.35652336
Barking and Dagenham,LE195,0.44526735
Barking and Dagenham,LE217,0.5033464
Barking and Dagenham,LE218,0.4946451
Barking and Dagenham,LE222,0.49814144
Barking and Dagenham,LE223,0.5922915
Barking and Dagenham,LE224,0.5860004
Barking and Dagenham,OC628,0.542377
Barking and Dagenham,R0067,0.5561654
Barking and Dagenham,R0068,0.51858586
Barking and Dagenham,R0175,0.45599028
Barking and Dagenham,R0320,0.4760376
Barking and Dagenham,R0338,0.4847893
Barking and Dagenham,R0590,0.41909394
Barking and Dagenham,15585,0.47450328
Barking and Dagenham,29139,0.44814637
Barking and Dagenham,29140,0.40774152
Barking and Dagenham,29756,0.5402866
Barking and Dagenham,33951,0.38581035
Barking and Dagenham,33952,0.45351246
Barking and Dagenham,33955,0.43983376
Barking and Dagenham,34361,0.5469184
Barking and Dagenham,34843,0.49180076
Barking and Dagenham,35770,0.3997367
Barking and Dagenham,35771,0.35508657
Barking and Dagenham,4279,0.49716055
Barking and Dagenham,695,0.3668778
Barking and Dagenham,BP236,0.3788573
Barking and Dagenham,BP4052,0.39073628
Barking and Dagenham,BP4053,0.4032369
Barking and Dagenham,BP4054,0.4095464
Barking and Dagenham,BP4057,0.4071749
Barking and Dagenham,BP4191,0.39415482
Barking and Dagenham,BP4825,0.35509515
Barking and Dagenham,LE138,0.3592351
Barking and Dagenham,LE174,0.3601871
Barnet,1023,0.56967854
Barnet,10242,0.62532914
Barnet,11136,0.5389581
Barnet,11205,0.40656418
Barnet,11772,0.56345236
Barnet,11773,0.5741934
Barnet,1184,0.45599678
Barnet,11992,0.51211864
Barnet,12085,0.33765247
Barnet,12086,0.39718866
Barnet,12087,0.40232292
Barnet,12088,0.4184613
Barnet,12089,0.44976285
Barnet,12199,0.28234276
Barnet,12200,0.27594158
Barnet,12201,0.26299453
Barnet,12218,0.45314854
Barnet,12912,0.6282839
Barnet,12913,0.45363688
Barnet,12914,0.44899213
Barnet,1306,0.48929274
Barnet,1307,0.49277306
Barnet,1308,0.57096094
Barnet,1309,0.5857508
Barnet,1310,0.38847077
Barnet,1311,0.3871741
Barnet,1329,0.53756666
Barnet,1330,0.54173136
Barnet,1333,0.52539396
Barnet,1334,0.5274455
Barnet,13422,0.47918946
Barnet,13423,0.47430244
Barnet,13424,0.464439
Barnet,13425,0.46729028
Barnet,13507,0.48368272
Barnet,14130,0.35189056
Barnet,14131,0.542361
Barnet,14461,0.6583909
Barnet,14462,0.65938544
Barnet,14632,0.6399412
Barnet,14636,0.64569473
Barnet,1466,0.54112935
Barnet,14701,0.48050064
Barnet,14702,0.4416206
Barnet,14721,0.5008244
Barnet,14722,0.51038736
Barnet,14768,0.5305008
Barnet,14769,0.5285522
Barnet,14770,0.52780056
Barnet,14772,0.4084938
Barnet,14773,0.42537355
Barnet,14774,0.38504896
Barnet,14775,0.36577547
Barnet,14776,0.39082742
Barnet,14777,0.389478
Barnet,14778,0.5161792
Barnet,14779,0.4747285
Barnet,1478,0.43570277
Barnet,14869,0.6051566
Barnet,14870,0.55415946
Barnet,14888,0.553805
Barnet,14927,0.4535329
Barnet,15039,0.555227
Barnet,15092,0.52531856
Barnet,15093,0.5344697
Barnet,15094,0.48604804
Barnet,15095,0.45092228
Barnet,15096,0.42478946
Barnet,15097,0.42593858
Barnet,15098,0.43000606
Barnet,15099,0.4299203
Barnet,1516,0.5752669
Barnet,15417,0.42911777
Barnet,15418,0.4281431
Barnet,15419,0.49209538
Barnet,1542,0.46300456
Barnet,15420,0.49653092
Barnet,15421,0.61918384
Barnet,15422,0.6377231
Barnet,15424,0.6207862
Barnet,1543,0.47281286
Barnet,1555,0.49516007
Barnet,1556,0.5173116
Barnet,15606,0.43612877
Barnet,15607,0.40958875
Barnet,15608,0.42683405
Barnet,15609,0.42646122
Barnet,15610,0.36559498
Barnet,15611,0.38818076
Barnet,15612,0.3943457
Barnet,15613,0.41676316
Barnet,15615,0.5483384
Barnet,15620,0.51374054
Barnet,15621,0.5173824
Barnet,15626,0.35395467
Barnet,15627,0.35334808
Barnet,15628,0.3685928
Barnet,15629,0.36438462
Barnet,15630,0.362786
Barnet,15631,0.3708867
Barnet,15632,0.5195793
Barnet,15633,0.543594
Barnet,15634,0.5007332
Barnet,15636,0.49909422
Barnet,15638,0.5609346
Barnet,15639,0.48240626
Barnet,15640,0.501065
Barnet,15641,0.42002794
Barnet,15642,0.42008033
Barnet,15643,0.3779393
Barnet,15644,0.34281343
Barnet,15677,0.5293006
Barnet,15737,0.5200108
Barnet,15738,0.53200406
Barnet,15739,0.4558637
Barnet,15741,0.4743713
Barnet,15742,0.5178247
Barnet,15743,0.567892
Barnet,15744,0.53951824
Barnet,15745,0.6203294
Barnet,15746,0.5804871
Barnet,15749,0.51388323
Barnet,15750,0.5828039
Barnet,15751,0.4856478
Barnet,15752,0.48578998
Barnet,15753,0.36469626
Barnet,15754,0.34051442
Barnet,15755,0.43021578
Barnet,15756,0.38175008
Barnet,15757,0.3906971
Barnet,15758,0.39061207
Barnet,15759,0.5982631
Barnet,15760,0.5778263
Barnet,15912,0.6686774
Barnet,15913,0.6721666
Barnet,15914,0.62808466
Barnet,15915,0.6296654
Barnet,15916,0.57506937
Barnet,15917,0.5561509
Barnet,15918,0.5822065
Barnet,15919,0.5557498
Barnet,15920,0.5653116
Barnet,15921,0.49369308
Barnet,15922,0.47065425
Barnet,15923,0.47322822
Barnet,15924,0.46820474
Barnet,15925,0.49989387
Barnet,15926,0.4960136
Barnet,15927,0.5055025
Barnet,15928,0.49070105
Barnet,15929,0.5069136
Barnet,15930,0.5252678
Barnet,15932,0.5442878
Barnet,15933,0.5180087
Barnet,15934,0.50448287
Barnet,15951,0.54031515
Barnet,16028,0.6234137
Barnet,16029,0.6014451
Barnet,16067,0.4777361
Barnet,16068,0.49162856
Barnet,16069,0.4624919
Barnet,16070,0.4310364
Barnet,16071,0.43587252
Barnet,16072,0.48312637
Barnet,16073,0.4666902
Barnet,16074,0.60380584
Barnet,16104,0.37440708
Barnet,16105,0.36334896
Barnet,16108,0.44218218
Barnet,16109,0.43895507
Barnet,16110,0.438581
Barnet,16111,0.42680767
Barnet,16453,0.48624346
Barnet,16454,0.48656034
Barnet,16455,0.4815118
Barnet,16457,0.43956336
Barnet,16458,0.43981302
Barnet,16459,0.3838621
Barnet,16460,0.36119333
Barnet,16469,0.46916696
Barnet,16470,0.49833667
Barnet,16471,0.53277415
Barnet,16472,0.5314226
Barnet,16473,0.5349812
Barnet,16474,0.5909025
Barnet,16475,0.5858579
Barnet,16487,0.49198622
Barnet,16488,0.4882586
Barnet,16489,0.4670438
Barnet,16490,0.4229137
Barnet,16491,0.38409013
Barnet,16492,0.37761104
Barnet,16493,0.48322743
Barnet,16494,0.48333925
Barnet,16495,0.511577
Barnet,16496,0.5174209
Barnet,16497,0.5012137
Barnet,16498,0.49590793
Barnet,16500,0.5346216
Barnet,16501,0.52982867
Barnet,16503,0.46761948
Barnet,16504,0.5136415
Barnet,16505,0.45291826
Barnet,16506,0.46895915
Barnet,16507,0.424739
Barnet,16508,0.43404108
Barnet,16509,0.46176115
Barnet,16510,0.46130022
Barnet,16511,0.5304016
Barnet,16512,0.5494778
Barnet,16519,0.48976645
Barnet,16520,0.59967583
Barnet,16521,0.46772185
Barnet,16523,0.4340892
Barnet,16524,0.4904898
Barnet,16525,0.4726037
Barnet,16526,0.4822489
Barnet,16527,0.48107684
Barnet,16528,0.490004
Barnet,16529,0.3855039
Barnet,16530,0.4078
Barnet,16531,0.519192
Barnet,16532,0.45365083
Barnet,16533,0.43043652
Barnet,16536,0.41677678
Barnet,16537,0.42283183
Barnet,16538,0.57209957
Barnet,16539,0.54125434
Barnet,16540,0.5078849
Barnet,16571,0.3541912
Barnet,16572,0.35416204
Barnet,16973,0.39048693
Barnet,16975,0.27115723
Barnet,16990,0.46537966
Barnet,16991,0.3489662
Barnet,16992,0.45491588
Barnet,16993,0.33912
Barnet,16994,0.46872625
Barnet,16995,0.46889433
Barnet,16996,0.46080598
Barnet,17035,0.37235287
Barnet,17099,0.3482106
Barnet,17100,0.40799248
Barnet,17101,0.44343168
Barnet,17102,0.49244595
Barnet,17166,0.49390227
Barnet,17167,0.51575255
Barnet,17168,0.5136469
Barnet,17169,0.51675385
Barnet,17256,0.35858873
Barnet,17257,0.5854663
Barnet,17259,0.34272817
Barnet,17260,0.34436736
Barnet,17267,0.49444735
Barnet,17268,0.4816099
Barnet,17269,0.43974864
Barnet,17270,0.49326718
Barnet,17271,0.42248327
Barnet,17272,0.47817332
Barnet,17273,0.4839114
Barnet,1731,0.45603594
Barnet,17469,0.46815044
Barnet,17470,0.44929662
Barnet,17473,0.49526417
Barnet,17580,0.56156886
Barnet,17718,0.57732207
Barnet,17719,0.6275996
Barnet,17768,0.41777244
Barnet,17770,0.50556284
Barnet,17771,0.4899062
Barnet,18099,0.34118053
Barnet,18100,0.34219953
Barnet,18102,0.43007413
Barnet,18104,0.26302466
Barnet,18105,0.2602889
Barnet,18106,0.2612902
Barnet,18107,0.29368186
Barnet,18108,0.27280328
Barnet,18109,0.30484307
Barnet,18110,0.30352566
Barnet,18111,0.28498998
Barnet,18112,0.48029304
Barnet,18113,0.4638227
Barnet,18114,0.4431055
Barnet,18115,0.4664489
Barnet,18116,0.46671233
Barnet,18117,0.45026886
Barnet,18118,0.43183836
Barnet,18119,0.46383253
Barnet,18120,0.44417697
Barnet,18121,0.45764413
Barnet,18122,0.47254068
Barnet,18729,0.5001579
Barnet,18730,0.48370814
Barnet,18912,0.6616076
Barnet,19142,0.4987184
Barnet,19143,0.41657466
Barnet,19144,0.46310133
Barnet,19145,0.38943893
Barnet,19146,0.3871931
Barnet,19147,0.3947384
Barnet,19148,0.39458534
Barnet,19149,0.3735319
Barnet,19150,0.3803076
Barnet,19151,0.36666605
Barnet,19152,0.36677969
Barnet,19153,0.37369573
Barnet,19154,0.37399328
Barnet,19155,0.3622695
Barnet,19156,0.3793719
Barnet,19159,0.3812991
Barnet,19160,0.3896594
Barnet,19163,0.3581284
Barnet,19164,0.35834455
Barnet,19165,0.3630582
Barnet,19166,0.36456168
Barnet,19167,0.38320446
Barnet,19168,0.38128927
Barnet,19169,0.41171643
Barnet,19170,0.41483846
Barnet,19171,0.48781595
Barnet,19172,0.48794147
Barnet,19173,0.5080569
Barnet,19174,0.5085463
Barnet,19175,0.5521992
Barnet,19176,0.5524741
Barnet,19215,0.28423208
Barnet,19216,0.28453204
Barnet,19264,0.46414635
Barnet,19541,0.47388393
Barnet,19606,0.51080155
Barnet,19607,0.46755156
Barnet,19608,0.45797724
Barnet,19609,0.5721987
Barnet,19610,0.5652497
Barnet,19611,0.40407944
Barnet,19612,0.4115205
Barnet,19613,0.44713107
Barnet,19614,0.44301984
Barnet,19615,0.48651487
Barnet,19616,0.4876745
Barnet,20145,0.56670964
Barnet,20146,0.5612638
Barnet,20282,0.562585
Barnet,20313,0.5620006
Barnet,20363,0.3194205
Barnet,20364,0.32036158
Barnet,20424,0.457418
Barnet,20498,0.4328611
Barnet,2071,0.45808208
Barnet,2072,0.4749051
Barnet,20800,0.48455817
Barnet,20857,0.50024426
Barnet,20858,0.5433349
Barnet,20859,0.53823185
Barnet,20860,0.53659636
Barnet,20861,0.38137978
Barnet,20862,0.3814114
Barnet,20863,0.42126018
Barnet,20864,0.38417992
Barnet,20865,0.40636787
Barnet,20866,0.41181806
Barnet,20909,0.37536502
Barnet,20910,0.38631296
Barnet,20928,0.5273681
Barnet,20929,0.52727324
Barnet,2294,0.48596606
Barnet,2295,0.4796949
Barnet,2297,0.52739275
Barnet,2298,0.49696404
Barnet,2299,0.5018777
Barnet,23435,0.46400586
Barnet,25027,0.5399745
Barnet,25042,0.48743704
Barnet,25043,0.52417433
Barnet,25044,0.43071097
Barnet,25045,0.4187113
Barnet,25046,0.4652947
Barnet,25048,0.47681603
Barnet,25072,0.48564556
Barnet,25080,0.49028593
Barnet,25102,0.4951921
Barnet,25118,0.5916298
Barnet,25841,0.42109558
Barnet,25842,0.42774442
Barnet,25964,0.4245344
Barnet,25965,0.4555604
Barnet,25966,0.3938453
Barnet,25967,0.4067905
Barnet,25968,0.37271222
Barnet,25975,0.5601904
Barnet,26154,0.45435512
Barnet,26155,0.4616016
Barnet,26156,0.37359586
Barnet,26157,0.36224264
Barnet,26158,0.39098135
Barnet,26159,0.3837567
Barnet,26160,0.41078505
Barnet,26161,0.40399367
Barnet,26163,0.44074768
Barnet,26165,0.39806873
Barnet,26166,0.39303875
Barnet,26167,0.44335875
Barnet,26168,0.40649125
Barnet,26169,0.34027305
Barnet,26170,0.34629938
Barnet,26171,0.35909134
Barnet,26172,0.3591852
Barnet,26173,0.3363511
Barnet,26174,0.33625215
Barnet,26196,0.45913935
Barnet,26200,0.5265496
Barnet,26202,0.5610092
Barnet,26484,0.45138434
Barnet,2664,0.5436236
Barnet,26884,0.49190542
Barnet,26886,0.4540804
Barnet,26985,0.5002878
Barnet,26986,0.51326
Barnet,27454,0.640514
Barnet,27455,0.56067485
Barnet,27459,0.52594566
Barnet,27476,0.64431703
Barnet,27477,0.6405156
Barnet,27559,0.5571434
Barnet,27562,0.42485857
Barnet,27563,0.5695397
Barnet,2758,0.48446107
Barnet,2759,0.54594344
Barnet,27596,0.3638815
Barnet,27597,0.2741564
Barnet,27598,0.38730735
Barnet,27599,0.38577506
Barnet,2760,0.55930966
Barnet,2761,0.51501447
Barnet,27625,0.50934553
Barnet,2763,0.53822666
Barnet,2764,0.5329711
Barnet,2765,0.5185073
Barnet,2766,0.46495447
Barnet,2767,0.50021505
Barnet,2768,0.5400945
Barnet,2770,0.62836134
Barnet,2771,0.6621571
Barnet,2773,0.5163325
Barnet,2774,0.50064325
Barnet,2775,0.62931174
Barnet,2776,0.6259525
Barnet,27781,0.44279623
Barnet,27787,0.5950641
Barnet,27880,0.5522731
Barnet,27912,0.5369273
Barnet,2795,0.505131
Barnet,2796,0.5269136
Barnet,27971,0.55184877
Barnet,2799,0.4893476
Barnet,2800,0.5471922
Barnet,2801,0.6330822
Barnet,28900,0.5609673
Barnet,29171,0.3964226
Barnet,29295,0.3400666
Barnet,29581,0.5212579
Barnet,29600,0.557333
Barnet,29699,0.6164595
Barnet,2970,0.5955548
Barnet,29701,0.54841745
Barnet,29704,0.4780508
Barnet,29705,0.44679594
Barnet,29706,0.44669628
Barnet,29707,0.4241061
Barnet,29708,0.4453894
Barnet,29709,0.4712247
Barnet,2971,0.553221
Barnet,29710,0.4483881
Barnet,29711,0.4527891
Barnet,29712,0.39984876
Barnet,29713,0.44782254
Barnet,29714,0.39117754
Barnet,29715,0.49139673
Barnet,29716,0.4730864
Barnet,2972,0.558833
Barnet,2976,0.53163296
Barnet,2978,0.5562008
Barnet,2982,0.55018336
Barnet,29833,0.5886982
Barnet,29834,0.566766
Barnet,2990,0.4936071
Barnet,29919,0.44219625
Barnet,3193,0.59535897
Barnet,3195,0.48371497
Barnet,3196,0.4837192
Barnet,3295,0.50601673
Barnet,33152,0.528845
Barnet,33333,0.4821356
Barnet,33334,0.4337634
Barnet,33355,0.5047136
Barnet,33356,0.5076868
